,Condition,Freeze,KeepTrain,Performance
602,Grow,No Freeze,10,0.5393000245094299
603,Grow,No Freeze,10,0.5167999863624573
604,Grow,No Freeze,10,0.5288000106811523
605,Grow,No Freeze,10,0.539900004863739
606,Grow,No Freeze,10,0.5199999809265137
607,Grow,No Freeze,10,0.526199996471405
608,Grow,No Freeze,10,0.5332000255584717
609,Grow,No Freeze,10,0.5382000207901001
610,Grow,No Freeze,10,0.5253000259399414
611,Grow,No Freeze,10,0.5408999919891357
612,Grow,No Freeze,10,0.5493000149726868
613,Grow,No Freeze,10,0.5421000123023987
614,Grow,No Freeze,10,0.5404999852180481
615,Grow,No Freeze,10,0.5393999814987183
616,Grow,No Freeze,10,0.5446000099182129
617,Grow,No Freeze,10,0.5360000133514404
618,Grow,No Freeze,10,0.5494999885559082
619,Grow,No Freeze,10,0.5353999733924866
620,Grow,No Freeze,10,0.5511999726295471
621,Grow,No Freeze,10,0.5393999814987183
622,Grow,No Freeze,10,0.5400000214576721
623,Grow,No Freeze,10,0.5410000085830688
624,Grow,No Freeze,10,0.5311999917030334
625,Grow,No Freeze,10,0.5257999897003174
626,Grow,No Freeze,10,0.5343000292778015
627,Grow,No Freeze,10,0.5340999960899353
628,Grow,No Freeze,10,0.5282999873161316
629,Grow,No Freeze,10,0.5392000079154968
630,Grow,No Freeze,10,0.5253999829292297
631,Grow,No Freeze,10,0.5252000093460083
632,Grow,No Freeze,10,0.5473999977111816
633,Grow,No Freeze,10,0.5357999801635742
634,Grow,No Freeze,10,0.5455999970436096
635,Grow,No Freeze,10,0.5424000024795532
636,Grow,No Freeze,10,0.5285000205039978
637,Grow,No Freeze,10,0.5302000045776367
638,Grow,No Freeze,10,0.5342000126838684
639,Grow,No Freeze,10,0.5436999797821045
640,Grow,No Freeze,10,0.5436999797821045
641,Grow,No Freeze,10,0.5130000114440918
642,Grow,No Freeze,10,0.5174000263214111
643,Grow,No Freeze,10,0.5410000085830688
644,Grow,No Freeze,10,0.5339999794960022
645,Grow,No Freeze,10,0.5246000289916992
646,Grow,No Freeze,10,0.5368000268936157
647,Grow,No Freeze,10,0.5385000109672546
648,Grow,No Freeze,10,0.5428000092506409
649,Grow,No Freeze,10,0.5264999866485596
650,Grow,No Freeze,10,0.5460000038146973
651,Grow,No Freeze,10,0.5303000211715698
652,Grow,No Freeze,10,0.5289000272750854
653,Grow,No Freeze,10,0.5478000044822693
654,Grow,No Freeze,10,0.5230000019073486
655,Grow,No Freeze,10,0.5429999828338623
656,Grow,No Freeze,10,0.5425000190734863
657,Grow,No Freeze,10,0.5350000262260437
658,Grow,No Freeze,10,0.5340999960899353
659,Grow,No Freeze,10,0.5364000201225281
660,Grow,No Freeze,10,0.5238999724388123
661,Grow,No Freeze,10,0.5386000275611877
662,Grow,No Freeze,10,0.5249000191688538
663,Grow,No Freeze,10,0.5286999940872192
664,Grow,No Freeze,10,0.5430999994277954
665,Grow,No Freeze,10,0.5367000102996826
666,Grow,No Freeze,10,0.5184000134468079
667,Grow,No Freeze,10,0.5389000177383423
668,Grow,No Freeze,10,0.5475000143051147
669,Grow,No Freeze,10,0.5302000045776367
670,Grow,No Freeze,10,0.5264999866485596
671,Grow,No Freeze,10,0.5422000288963318
672,Grow,No Freeze,10,0.5299000144004822
673,Grow,No Freeze,10,0.5503000020980835
674,Grow,No Freeze,10,0.5307999849319458
675,Grow,No Freeze,10,0.5397999882698059
676,Grow,No Freeze,10,0.5410000085830688
677,Grow,No Freeze,10,0.5346000194549559
678,Grow,No Freeze,10,0.5327000021934509
679,Grow,No Freeze,10,0.5364000201225281
680,Grow,No Freeze,10,0.508899986743927
681,Grow,No Freeze,10,0.5299999713897705
682,Grow,No Freeze,10,0.5375000238418579
683,Grow,No Freeze,10,0.5497000217437744
684,Grow,No Freeze,10,0.5404000282287598
685,Grow,No Freeze,10,0.5346000194549559
686,Grow,No Freeze,10,0.5336999893188477
687,Grow,No Freeze,10,0.5281000137329102
688,Grow,No Freeze,10,0.5339999794960022
689,Grow,No Freeze,10,0.5372999906539917
690,Grow,No Freeze,10,0.5353000164031982
691,Grow,No Freeze,10,0.5485000014305115
692,Grow,No Freeze,10,0.5340999960899353
693,Grow,No Freeze,10,0.5271999835968018
694,Grow,No Freeze,10,0.5392000079154968
695,Grow,No Freeze,10,0.5471000075340271
696,Grow,No Freeze,10,0.5296999812126161
697,Grow,No Freeze,10,0.5112000107765198
698,Grow,No Freeze,10,0.5315999984741211
699,Grow,No Freeze,10,0.5336999893188477
700,Normal,No Freeze,10,0.5396999716758728
701,Normal,No Freeze,10,0.5282999873161316
702,Normal,No Freeze,10,0.5457999706268309
703,Normal,No Freeze,10,0.5467000007629395
704,Normal,No Freeze,10,0.5486000180244446
705,Normal,No Freeze,10,0.5314000248908997
706,Normal,No Freeze,10,0.5496000051498413
707,Normal,No Freeze,10,0.5396000146865845
708,Normal,No Freeze,10,0.5371999740600586
709,Normal,No Freeze,10,0.5422000288963318
710,Normal,No Freeze,10,0.5552999973297119
711,Normal,No Freeze,10,0.5371000170707703
712,Normal,No Freeze,10,0.5404000282287598
713,Normal,No Freeze,10,0.5289999842643738
714,Normal,No Freeze,10,0.5465999841690063
715,Normal,No Freeze,10,0.5388000011444092
716,Normal,No Freeze,10,0.5288000106811523
717,Normal,No Freeze,10,0.5479000210762024
718,Normal,No Freeze,10,0.5468000173568726
719,Normal,No Freeze,10,0.5241000056266785
720,Normal,No Freeze,10,0.5457999706268309
721,Normal,No Freeze,10,0.5393000245094299
722,Normal,No Freeze,10,0.5471000075340271
723,Normal,No Freeze,10,0.5346000194549559
724,Normal,No Freeze,10,0.546999990940094
725,Normal,No Freeze,10,0.5465999841690063
726,Normal,No Freeze,10,0.5483000278472899
727,Normal,No Freeze,10,0.5343000292778015
728,Normal,No Freeze,10,0.5458999872207642
729,Normal,No Freeze,10,0.5447999835014343
730,Normal,No Freeze,10,0.5370000004768372
731,Normal,No Freeze,10,0.5489000082015991
732,Normal,No Freeze,10,0.526199996471405
733,Normal,No Freeze,10,0.5381000041961671
734,Normal,No Freeze,10,0.5385000109672546
735,Normal,No Freeze,10,0.5309000015258789
736,Normal,No Freeze,10,0.5343999862670898
737,Normal,No Freeze,10,0.5425999760627747
738,Normal,No Freeze,10,0.5396000146865845
739,Normal,No Freeze,10,0.53329998254776
740,Normal,No Freeze,10,0.5385000109672546
741,Normal,No Freeze,10,0.5489000082015991
742,Normal,No Freeze,10,0.5410000085830688
743,Normal,No Freeze,10,0.5331000089645386
744,Normal,No Freeze,10,0.5408999919891357
745,Normal,No Freeze,10,0.5454000234603882
746,Normal,No Freeze,10,0.5569000244140625
747,Normal,No Freeze,10,0.5587999820709229
748,Normal,No Freeze,10,0.5404000282287598
749,Normal,No Freeze,10,0.5324000120162964
750,Normal,No Freeze,10,0.5335000157356262
751,Normal,No Freeze,10,0.542900025844574
752,Normal,No Freeze,10,0.5443000197410583
753,Normal,No Freeze,10,0.534500002861023
754,Normal,No Freeze,10,0.5432999730110168
755,Normal,No Freeze,10,0.542900025844574
756,Normal,No Freeze,10,0.551800012588501
757,Normal,No Freeze,10,0.5482000112533569
758,Normal,No Freeze,10,0.5386999845504761
759,Normal,No Freeze,10,0.5422000288963318
760,Normal,No Freeze,10,0.5231000185012817
761,Normal,No Freeze,10,0.544700026512146
762,Normal,No Freeze,10,0.535099983215332
763,Normal,No Freeze,10,0.5490000247955322
764,Normal,No Freeze,10,0.5464000105857849
765,Normal,No Freeze,10,0.5508000254631042
766,Normal,No Freeze,10,0.5473999977111816
767,Normal,No Freeze,10,0.5340999960899353
768,Normal,No Freeze,10,0.5412999987602234
769,Normal,No Freeze,10,0.5422000288963318
770,Normal,No Freeze,10,0.553600013256073
771,Normal,No Freeze,10,0.5414999723434448
772,Normal,No Freeze,10,0.5414000153541565
773,Normal,No Freeze,10,0.5365999937057495
774,Normal,No Freeze,10,0.5424000024795532
775,Normal,No Freeze,10,0.5485000014305115
776,Normal,No Freeze,10,0.5335000157356262
777,Normal,No Freeze,10,0.5339999794960022
778,Normal,No Freeze,10,0.5411000251770021
779,Normal,No Freeze,10,0.5364000201225281
780,Normal,No Freeze,10,0.5421000123023987
781,Normal,No Freeze,10,0.5322999954223633
782,Normal,No Freeze,10,0.5465000271797179
783,Normal,No Freeze,10,0.542900025844574
784,Normal,No Freeze,10,0.5374000072479248
785,Normal,No Freeze,10,0.5435000061988831
786,Normal,No Freeze,10,0.5460000038146973
787,Normal,No Freeze,10,0.5411000251770021
788,Normal,No Freeze,10,0.5418999791145325
789,Normal,No Freeze,10,0.5430999994277954
790,Normal,No Freeze,10,0.5421000123023987
791,Normal,No Freeze,10,0.5485000014305115
792,Normal,No Freeze,10,0.539900004863739
793,Normal,No Freeze,10,0.542900025844574
794,Normal,No Freeze,10,0.5461000204086304
795,Normal,No Freeze,10,0.5590000152587891
796,Normal,No Freeze,10,0.5275999903678894
797,Normal,No Freeze,10,0.5282999873161316
798,Normal,No Freeze,10,0.5422000288963318
799,Normal,No Freeze,10,0.5411000251770021
800,NoGrow,No Freeze,10,0.5467000007629395
801,NoGrow,No Freeze,10,0.527400016784668
802,NoGrow,No Freeze,10,0.5414000153541565
803,NoGrow,No Freeze,10,0.5339999794960022
804,NoGrow,No Freeze,10,0.5533999800682068
805,NoGrow,No Freeze,10,0.5248000025749207
806,NoGrow,No Freeze,10,0.5281000137329102
807,NoGrow,No Freeze,10,0.5389999747276306
808,NoGrow,No Freeze,10,0.5440000295639038
809,NoGrow,No Freeze,10,0.5325000286102295
810,NoGrow,No Freeze,10,0.5462999939918518
811,NoGrow,No Freeze,10,0.5353000164031982
812,NoGrow,No Freeze,10,0.5453000068664551
813,NoGrow,No Freeze,10,0.5368999838829039
814,NoGrow,No Freeze,10,0.5389000177383423
815,NoGrow,No Freeze,10,0.5419999957084656
816,NoGrow,No Freeze,10,0.5442000031471252
817,NoGrow,No Freeze,10,0.5489000082015991
818,NoGrow,No Freeze,10,0.5432999730110168
819,NoGrow,No Freeze,10,0.5358999967575073
820,NoGrow,No Freeze,10,0.5383999943733215
821,NoGrow,No Freeze,10,0.5428000092506409
822,NoGrow,No Freeze,10,0.5428000092506409
823,NoGrow,No Freeze,10,0.5296999812126161
824,NoGrow,No Freeze,10,0.5281999707221985
825,NoGrow,No Freeze,10,0.5198000073432922
826,NoGrow,No Freeze,10,0.5313000082969666
827,NoGrow,No Freeze,10,0.5367000102996826
828,NoGrow,No Freeze,10,0.5325000286102295
829,NoGrow,No Freeze,10,0.5483999848365784
830,NoGrow,No Freeze,10,0.5443000197410583
831,NoGrow,No Freeze,10,0.5414000153541565
832,NoGrow,No Freeze,10,0.5464000105857849
833,NoGrow,No Freeze,10,0.5388000011444092
834,NoGrow,No Freeze,10,0.5289999842643738
835,NoGrow,No Freeze,10,0.5303000211715698
836,NoGrow,No Freeze,10,0.5361999869346619
837,NoGrow,No Freeze,10,0.5386999845504761
838,NoGrow,No Freeze,10,0.5264999866485596
839,NoGrow,No Freeze,10,0.5396000146865845
840,NoGrow,No Freeze,10,0.5288000106811523
841,NoGrow,No Freeze,10,0.5382000207901001
842,NoGrow,No Freeze,10,0.5175999999046326
843,NoGrow,No Freeze,10,0.5353999733924866
844,NoGrow,No Freeze,10,0.5407999753952026
845,NoGrow,No Freeze,10,0.5357999801635742
846,NoGrow,No Freeze,10,0.5375000238418579
847,NoGrow,No Freeze,10,0.5378000140190125
848,NoGrow,No Freeze,10,0.5325999855995178
849,NoGrow,No Freeze,10,0.5303999781608582
850,NoGrow,No Freeze,10,0.5401999950408936
851,NoGrow,No Freeze,10,0.5460000038146973
852,NoGrow,No Freeze,10,0.5340999960899353
853,NoGrow,No Freeze,10,0.5432000160217285
854,NoGrow,No Freeze,10,0.5260999798774719
855,NoGrow,No Freeze,10,0.541700005531311
856,NoGrow,No Freeze,10,0.5414000153541565
857,NoGrow,No Freeze,10,0.5475000143051147
858,NoGrow,No Freeze,10,0.5328999757766724
859,NoGrow,No Freeze,10,0.5439000129699707
860,NoGrow,No Freeze,10,0.5317000150680542
861,NoGrow,No Freeze,10,0.5356000065803528
862,NoGrow,No Freeze,10,0.5422999858856201
863,NoGrow,No Freeze,10,0.5353000164031982
864,NoGrow,No Freeze,10,0.5357999801635742
865,NoGrow,No Freeze,10,0.5439000129699707
866,NoGrow,No Freeze,10,0.5442000031471252
867,NoGrow,No Freeze,10,0.534500002861023
868,NoGrow,No Freeze,10,0.5597000122070312
869,NoGrow,No Freeze,10,0.5508000254631042
870,NoGrow,No Freeze,10,0.5501000285148621
871,NoGrow,No Freeze,10,0.5396000146865845
872,NoGrow,No Freeze,10,0.5494999885559082
873,NoGrow,No Freeze,10,0.544700026512146
874,NoGrow,No Freeze,10,0.5381000041961671
875,NoGrow,No Freeze,10,0.5432000160217285
876,NoGrow,No Freeze,10,0.5378999710083008
877,NoGrow,No Freeze,10,0.5455999970436096
878,NoGrow,No Freeze,10,0.5479999780654907
879,NoGrow,No Freeze,10,0.5336999893188477
880,NoGrow,No Freeze,10,0.5372999906539917
881,NoGrow,No Freeze,10,0.5457000136375427
882,NoGrow,No Freeze,10,0.5343999862670898
883,NoGrow,No Freeze,10,0.5338000059127808
884,NoGrow,No Freeze,10,0.5328000187873839
885,NoGrow,No Freeze,10,0.5339999794960022
886,NoGrow,No Freeze,10,0.5372999906539917
887,NoGrow,No Freeze,10,0.5512999892234802
888,NoGrow,No Freeze,10,0.5346000194549559
889,NoGrow,No Freeze,10,0.5346999764442444
890,NoGrow,No Freeze,10,0.52920001745224
891,NoGrow,No Freeze,10,0.541700005531311
892,NoGrow,No Freeze,10,0.5325000286102295
893,NoGrow,No Freeze,10,0.5343999862670898
894,NoGrow,No Freeze,10,0.5421000123023987
895,NoGrow,No Freeze,10,0.5299999713897705
896,NoGrow,No Freeze,10,0.5375000238418579
897,NoGrow,No Freeze,10,0.5507000088691711
898,NoGrow,No Freeze,10,0.5372999906539917
899,NoGrow,No Freeze,10,0.5372999906539917
900,NoGrow,No Freeze,20,0.5605000257492065
901,NoGrow,No Freeze,20,0.5486999750137329
902,NoGrow,No Freeze,20,0.5322999954223633
903,NoGrow,No Freeze,20,0.5645999908447266
904,NoGrow,No Freeze,20,0.5471000075340271
905,NoGrow,No Freeze,20,0.5486000180244446
906,NoGrow,No Freeze,20,0.5421000123023987
907,NoGrow,No Freeze,20,0.5479000210762024
908,NoGrow,No Freeze,20,0.551800012588501
909,NoGrow,No Freeze,20,0.5566999912261963
910,NoGrow,No Freeze,20,0.5649999976158142
911,NoGrow,No Freeze,20,0.5482000112533569
912,NoGrow,No Freeze,20,0.5476999878883362
913,NoGrow,No Freeze,20,0.5709999799728394
914,NoGrow,No Freeze,20,0.5479999780654907
915,NoGrow,No Freeze,20,0.5521000027656555
916,NoGrow,No Freeze,20,0.5486999750137329
917,NoGrow,No Freeze,20,0.5565999746322632
918,NoGrow,No Freeze,20,0.548799991607666
919,NoGrow,No Freeze,20,0.5472000241279602
920,NoGrow,No Freeze,20,0.5523999929428101
921,NoGrow,No Freeze,20,0.5530999898910522
922,NoGrow,No Freeze,20,0.5467000007629395
923,NoGrow,No Freeze,20,0.5493999719619751
924,NoGrow,No Freeze,20,0.5519999861717224
925,NoGrow,No Freeze,20,0.5533000230789185
926,NoGrow,No Freeze,20,0.5376999974250793
927,NoGrow,No Freeze,20,0.559499979019165
928,NoGrow,No Freeze,20,0.5526999831199646
929,NoGrow,No Freeze,20,0.557699978351593
930,NoGrow,No Freeze,20,0.5497999787330627
931,NoGrow,No Freeze,20,0.5479000210762024
932,NoGrow,No Freeze,20,0.5526000261306763
933,NoGrow,No Freeze,20,0.5299000144004822
934,NoGrow,No Freeze,20,0.5593000054359436
935,NoGrow,No Freeze,20,0.555899977684021
936,NoGrow,No Freeze,20,0.5595999956130981
937,NoGrow,No Freeze,20,0.5587999820709229
938,NoGrow,No Freeze,20,0.5609999895095825
939,NoGrow,No Freeze,20,0.5564000010490417
940,NoGrow,No Freeze,20,0.5543000102043152
941,NoGrow,No Freeze,20,0.5566999912261963
942,NoGrow,No Freeze,20,0.544700026512146
943,NoGrow,No Freeze,20,0.5630000233650208
944,NoGrow,No Freeze,20,0.5543000102043152
945,NoGrow,No Freeze,20,0.5547999739646912
946,NoGrow,No Freeze,20,0.5486000180244446
947,NoGrow,No Freeze,20,0.5496000051498413
948,NoGrow,No Freeze,20,0.5577999949455261
949,NoGrow,No Freeze,20,0.5554999709129333
950,NoGrow,No Freeze,20,0.5526999831199646
951,NoGrow,No Freeze,20,0.5625
952,NoGrow,No Freeze,20,0.5490999817848206
953,NoGrow,No Freeze,20,0.5554999709129333
954,NoGrow,No Freeze,20,0.5486000180244446
955,NoGrow,No Freeze,20,0.5508000254631042
956,NoGrow,No Freeze,20,0.5501000285148621
957,NoGrow,No Freeze,20,0.5508999824523926
958,NoGrow,No Freeze,20,0.5670999884605408
959,NoGrow,No Freeze,20,0.5577999949455261
960,NoGrow,No Freeze,20,0.546999990940094
961,NoGrow,No Freeze,20,0.5396999716758728
962,NoGrow,No Freeze,20,0.5612000226974487
963,NoGrow,No Freeze,20,0.5454000234603882
964,NoGrow,No Freeze,20,0.544700026512146
965,NoGrow,No Freeze,20,0.5587000250816345
966,NoGrow,No Freeze,20,0.5472000241279602
967,NoGrow,No Freeze,20,0.5551999807357788
968,NoGrow,No Freeze,20,0.5604000091552734
969,NoGrow,No Freeze,20,0.5449000000953674
970,NoGrow,No Freeze,20,0.548799991607666
971,NoGrow,No Freeze,20,0.5368999838829039
972,NoGrow,No Freeze,20,0.5521000027656555
973,NoGrow,No Freeze,20,0.546999990940094
974,NoGrow,No Freeze,20,0.5562000274658203
975,NoGrow,No Freeze,20,0.5514000058174133
976,NoGrow,No Freeze,20,0.5523999929428101
977,NoGrow,No Freeze,20,0.5551000237464905
978,NoGrow,No Freeze,20,0.555400013923645
979,NoGrow,No Freeze,20,0.5486000180244446
980,NoGrow,No Freeze,20,0.5537999868392944
981,NoGrow,No Freeze,20,0.5575000047683716
982,NoGrow,No Freeze,20,0.5349000096321106
983,NoGrow,No Freeze,20,0.541700005531311
984,NoGrow,No Freeze,20,0.5496000051498413
985,NoGrow,No Freeze,20,0.5483999848365784
986,NoGrow,No Freeze,20,0.5605999827384949
987,NoGrow,No Freeze,20,0.553600013256073
988,NoGrow,No Freeze,20,0.5497000217437744
989,NoGrow,No Freeze,20,0.5483999848365784
990,NoGrow,No Freeze,20,0.5562999844551086
991,NoGrow,No Freeze,20,0.5658000111579895
992,NoGrow,No Freeze,20,0.5432000160217285
993,NoGrow,No Freeze,20,0.5555999875068665
994,NoGrow,No Freeze,20,0.5509999990463257
995,NoGrow,No Freeze,20,0.551800012588501
996,NoGrow,No Freeze,20,0.5548999905586243
997,NoGrow,No Freeze,20,0.5543000102043152
998,NoGrow,No Freeze,20,0.5425999760627747
999,NoGrow,No Freeze,20,0.5601000189781189
1000,Grow,No Freeze,20,0.5453000068664551
1001,Grow,No Freeze,20,0.558899998664856
1002,Grow,No Freeze,20,0.5407999753952026
1003,Grow,No Freeze,20,0.5532000064849854
1004,Grow,No Freeze,20,0.5440000295639038
1005,Grow,No Freeze,20,0.5554999709129333
1006,Grow,No Freeze,20,0.5444999933242798
1007,Grow,No Freeze,20,0.5486000180244446
1008,Grow,No Freeze,20,0.5473999977111816
1009,Grow,No Freeze,20,0.5590000152587891
1010,Grow,No Freeze,20,0.5507000088691711
1011,Grow,No Freeze,20,0.5615000128746033
1012,Grow,No Freeze,20,0.555899977684021
1013,Grow,No Freeze,20,0.5439000129699707
1014,Grow,No Freeze,20,0.5533999800682068
1015,Grow,No Freeze,20,0.5414000153541565
1016,Grow,No Freeze,20,0.5587000250816345
1017,Grow,No Freeze,20,0.5396000146865845
1018,Grow,No Freeze,20,0.5536999702453613
1019,Grow,No Freeze,20,0.5383999943733215
1020,Grow,No Freeze,20,0.5443000197410583
1021,Grow,No Freeze,20,0.5546000003814697
1022,Grow,No Freeze,20,0.5464000105857849
1023,Grow,No Freeze,20,0.5522999763488771
1024,Grow,No Freeze,20,0.5568000078201294
1025,Grow,No Freeze,20,0.5443000197410583
1026,Grow,No Freeze,20,0.5530999898910522
1027,Grow,No Freeze,20,0.5454000234603882
1028,Grow,No Freeze,20,0.5512999892234802
1029,Grow,No Freeze,20,0.558899998664856
1030,Grow,No Freeze,20,0.5455999970436096
1031,Grow,No Freeze,20,0.5426999926567078
1032,Grow,No Freeze,20,0.5401999950408936
1033,Grow,No Freeze,20,0.5432000160217285
1034,Grow,No Freeze,20,0.5503000020980835
1035,Grow,No Freeze,20,0.5527999997138977
1036,Grow,No Freeze,20,0.5565999746322632
1037,Grow,No Freeze,20,0.5360000133514404
1038,Grow,No Freeze,20,0.5411999821662903
1039,Grow,No Freeze,20,0.5473999977111816
1040,Grow,No Freeze,20,0.560699999332428
1041,Grow,No Freeze,20,0.5539000034332275
1042,Grow,No Freeze,20,0.5523999929428101
1043,Grow,No Freeze,20,0.5401999950408936
1044,Grow,No Freeze,20,0.5353999733924866
1045,Grow,No Freeze,20,0.5587000250816345
1046,Grow,No Freeze,20,0.5424000024795532
1047,Grow,No Freeze,20,0.5426999926567078
1048,Grow,No Freeze,20,0.5442000031471252
1049,Grow,No Freeze,20,0.5378000140190125
1050,Grow,No Freeze,20,0.5540000200271606
1051,Grow,No Freeze,20,0.5404999852180481
1052,Grow,No Freeze,20,0.5618000030517578
1053,Grow,No Freeze,20,0.5508999824523926
1054,Grow,No Freeze,20,0.5458999872207642
1055,Grow,No Freeze,20,0.5449000000953674
1056,Grow,No Freeze,20,0.5478000044822693
1057,Grow,No Freeze,20,0.5468000173568726
1058,Grow,No Freeze,20,0.5529999732971191
1059,Grow,No Freeze,20,0.5497999787330627
1060,Grow,No Freeze,20,0.5608999729156494
1061,Grow,No Freeze,20,0.5507000088691711
1062,Grow,No Freeze,20,0.5548999905586243
1063,Grow,No Freeze,20,0.560699999332428
1064,Grow,No Freeze,20,0.5389000177383423
1065,Grow,No Freeze,20,0.5414999723434448
1066,Grow,No Freeze,20,0.544700026512146
1067,Grow,No Freeze,20,0.5548999905586243
1068,Grow,No Freeze,20,0.557200014591217
1069,Grow,No Freeze,20,0.5611000061035156
1070,Grow,No Freeze,20,0.5401999950408936
1071,Grow,No Freeze,20,0.5471000075340271
1072,Grow,No Freeze,20,0.5476999878883362
1073,Grow,No Freeze,20,0.5440999865531921
1074,Grow,No Freeze,20,0.5425000190734863
1075,Grow,No Freeze,20,0.5476999878883362
1076,Grow,No Freeze,20,0.5590999722480774
1077,Grow,No Freeze,20,0.5318999886512756
1078,Grow,No Freeze,20,0.5461000204086304
1079,Grow,No Freeze,20,0.5317000150680542
1080,Grow,No Freeze,20,0.5454999804496765
1081,Grow,No Freeze,20,0.5424000024795532
1082,Grow,No Freeze,20,0.5505999922752379
1083,Grow,No Freeze,20,0.5583000183105469
1084,Grow,No Freeze,20,0.5608999729156494
1085,Grow,No Freeze,20,0.5490000247955322
1086,Grow,No Freeze,20,0.5433999896049501
1087,Grow,No Freeze,20,0.5496000051498413
1088,Grow,No Freeze,20,0.5424000024795532
1089,Grow,No Freeze,20,0.5462999939918518
1090,Grow,No Freeze,20,0.5435000061988831
1091,Grow,No Freeze,20,0.5509999990463257
1092,Grow,No Freeze,20,0.5565999746322632
1093,Grow,No Freeze,20,0.5522999763488771
1094,Grow,No Freeze,20,0.5508000254631042
1095,Grow,No Freeze,20,0.5493000149726868
1096,Grow,No Freeze,20,0.5435000061988831
1097,Grow,No Freeze,20,0.5511000156402588
1098,Grow,No Freeze,20,0.5479999780654907
1099,Grow,No Freeze,20,0.5465000271797179
1100,Normal,No Freeze,20,0.5461000204086304
1101,Normal,No Freeze,20,0.5619999766349792
1102,Normal,No Freeze,20,0.5600000023841858
1103,Normal,No Freeze,20,0.5450000166893005
1104,Normal,No Freeze,20,0.5522999763488771
1105,Normal,No Freeze,20,0.5580000281333923
1106,Normal,No Freeze,20,0.5547000169754028
1107,Normal,No Freeze,20,0.5575000047683716
1108,Normal,No Freeze,20,0.5393000245094299
1109,Normal,No Freeze,20,0.5575000047683716
1110,Normal,No Freeze,20,0.5575000047683716
1111,Normal,No Freeze,20,0.5480999946594238
1112,Normal,No Freeze,20,0.5551999807357788
1113,Normal,No Freeze,20,0.5623000264167786
1114,Normal,No Freeze,20,0.5665000081062317
1115,Normal,No Freeze,20,0.5493999719619751
1116,Normal,No Freeze,20,0.5533000230789185
1117,Normal,No Freeze,20,0.5472999811172485
1118,Normal,No Freeze,20,0.5598000288009644
1119,Normal,No Freeze,20,0.557699978351593
1120,Normal,No Freeze,20,0.5403000116348267
1121,Normal,No Freeze,20,0.560699999332428
1122,Normal,No Freeze,20,0.5551000237464905
1123,Normal,No Freeze,20,0.5572999715805054
1124,Normal,No Freeze,20,0.5425999760627747
1125,Normal,No Freeze,20,0.5591999888420105
1126,Normal,No Freeze,20,0.5526999831199646
1127,Normal,No Freeze,20,0.5511999726295471
1128,Normal,No Freeze,20,0.541700005531311
1129,Normal,No Freeze,20,0.5473999977111816
1130,Normal,No Freeze,20,0.5541999936103821
1131,Normal,No Freeze,20,0.551800012588501
1132,Normal,No Freeze,20,0.5493999719619751
1133,Normal,No Freeze,20,0.5546000003814697
1134,Normal,No Freeze,20,0.5544000267982483
1135,Normal,No Freeze,20,0.5544999837875366
1136,Normal,No Freeze,20,0.5515000224113464
1137,Normal,No Freeze,20,0.5486000180244446
1138,Normal,No Freeze,20,0.5496000051498413
1139,Normal,No Freeze,20,0.5447999835014343
1140,Normal,No Freeze,20,0.5422000288963318
1141,Normal,No Freeze,20,0.5429999828338623
1142,Normal,No Freeze,20,0.5565000176429749
1143,Normal,No Freeze,20,0.5511000156402588
1144,Normal,No Freeze,20,0.5480999946594238
1145,Normal,No Freeze,20,0.5597000122070312
1146,Normal,No Freeze,20,0.5582000017166138
1147,Normal,No Freeze,20,0.5539000034332275
1148,Normal,No Freeze,20,0.5601999759674072
1149,Normal,No Freeze,20,0.555899977684021
1150,Normal,No Freeze,20,0.5439000129699707
1151,Normal,No Freeze,20,0.5464000105857849
1152,Normal,No Freeze,20,0.5285000205039978
1153,Normal,No Freeze,20,0.558899998664856
1154,Normal,No Freeze,20,0.5570999979972839
1155,Normal,No Freeze,20,0.5608999729156494
1156,Normal,No Freeze,20,0.5443000197410583
1157,Normal,No Freeze,20,0.5541999936103821
1158,Normal,No Freeze,20,0.5490000247955322
1159,Normal,No Freeze,20,0.5568000078201294
1160,Normal,No Freeze,20,0.5514000058174133
1161,Normal,No Freeze,20,0.5565999746322632
1162,Normal,No Freeze,20,0.5544999837875366
1163,Normal,No Freeze,20,0.5450000166893005
1164,Normal,No Freeze,20,0.5562000274658203
1165,Normal,No Freeze,20,0.5636000037193298
1166,Normal,No Freeze,20,0.5595999956130981
1167,Normal,No Freeze,20,0.5522000193595886
1168,Normal,No Freeze,20,0.5547999739646912
1169,Normal,No Freeze,20,0.5511999726295471
1170,Normal,No Freeze,20,0.5575000047683716
1171,Normal,No Freeze,20,0.557699978351593
1172,Normal,No Freeze,20,0.5515999794006348
1173,Normal,No Freeze,20,0.5537999868392944
1174,Normal,No Freeze,20,0.5519999861717224
1175,Normal,No Freeze,20,0.5613999962806702
1176,Normal,No Freeze,20,0.5497999787330627
1177,Normal,No Freeze,20,0.5576000213623047
1178,Normal,No Freeze,20,0.5406000018119812
1179,Normal,No Freeze,20,0.5523999929428101
1180,Normal,No Freeze,20,0.5493000149726868
1181,Normal,No Freeze,20,0.5444999933242798
1182,Normal,No Freeze,20,0.555899977684021
1183,Normal,No Freeze,20,0.555899977684021
1184,Normal,No Freeze,20,0.5569999814033508
1185,Normal,No Freeze,20,0.5551999807357788
